field_1,start_station_name,rides_all,rides_january,rides_jan14_16,first_ride,last_ride,first_lat,first_lng,community,area,shape_area,perimeter,area_num_1,area_numbe,comarea_id,comarea,shape_len
"710",Public Rack - Avondale Ave & Addison St,"57","2","0",2023/04/14,2024/01/24,41.946314,-87.720201135,AVONDALE,"0","55290595.473","0","21","21","0","0","34261.9334038"
"768",Public Rack - Christiana Ave & Belmont Ave,"169","4","0",2023/02/08,2024/01/27,41.9390511666667,-87.7121388333333,AVONDALE,"0","55290595.473","0","21","21","0","0","34261.9334038"
"1082",Public Rack - Milwaukee Ave & Haussen Ct,"348","6","0",2023/02/02,2024/01/30,41.937460065,-87.7220168333333,AVONDALE,"0","55290595.473","0","21","21","0","0","34261.9334038"
"1097",Public Rack - Monticello Ave & Belmont Ave,"267","1","0",2023/02/21,2024/01/30,41.93919313,-87.72,AVONDALE,"0","55290595.473","0","21","21","0","0","34261.9334038"
"1371",Rockwell St & Fletcher St,"2161","38","0",2023/02/01,2024/01/31,41.9383343333333,-87.693145037,AVONDALE,"0","55290595.473","0","21","21","0","0","34261.9334038"
"1381",Sacramento Blvd & Addison St,"881","26","0",2023/02/01,2024/01/31,41.945763707,-87.703087449,AVONDALE,"0","55290595.473","0","21","21","0","0","34261.9334038"
"1489",Troy St & Elston Ave,"2519","72","2",2023/02/01,2024/01/31,41.939463,-87.7068815,AVONDALE,"0","55290595.473","0","21","21","0","0","34261.9334038"
"139",Central Park Ave & Bloomingdale Ave,"2590","56","1",2023/02/01,2024/01/31,41.914067984,-87.71692884,LOGAN SQUARE,"0","100057566.7","0","22","22","0","0","49213.4217488"
"295",Elston Ave & George St,"1676","38","0",2023/02/01,2024/01/31,41.93,-87.6911231666667,LOGAN SQUARE,"0","100057566.7","0","22","22","0","0","49213.4217488"
"332",Greenview Ave & Diversey Pkwy,"7009","159","4",2023/02/01,2024/01/31,41.9196806666667,-87.6778285,LOGAN SQUARE,"0","100057566.7","0","22","22","0","0","49213.4217488"
"413",Kedzie Ave & George St,"1191","26","0",2023/02/01,2024/01/29,41.93,-87.71,LOGAN SQUARE,"0","100057566.7","0","22","22","0","0","49213.4217488"
"446",Kimball Ave & Belmont Ave,"3304","106","0",2023/02/01,2024/01/31,41.9269915333333,-87.712895513,LOGAN SQUARE,"0","100057566.7","0","22","22","0","0","49213.4217488"
"453",Kosciuszko Park,"2617","68","0",2023/02/01,2024/01/31,41.930115938,-87.724234939,LOGAN SQUARE,"0","100057566.7","0","22","22","0","0","49213.4217488"
"582",Milwaukee Ave & Fullerton Ave,"3888","76","0",2023/02/01,2024/01/30,41.92,-87.7009411666667,LOGAN SQUARE,"0","100057566.7","0","22","22","0","0","49213.4217488"
"859",Public Rack - Hamlin Ave & Fullerton Ave,"418","5","0",2023/02/05,2024/01/25,41.92,-87.721886039,LOGAN SQUARE,"0","100057566.7","0","22","22","0","0","49213.4217488"
"1009",Public Rack - Lawndale Ave & Diversey Ave,"269","9","0",2023/02/04,2024/01/30,41.93,-87.72,LOGAN SQUARE,"0","100057566.7","0","22","22","0","0","49213.4217488"
"1081",Public Rack - Milwaukee Ave & Diversey Ave,"226","5","0",2023/02/03,2024/01/26,41.93,-87.7116828333333,LOGAN SQUARE,"0","100057566.7","0","22","22","0","0","49213.4217488"
"1102",Public Rack - Mozart Elementary School,"22","0","0",2023/03/14,2023/10/28,41.92,-87.722012043,LOGAN SQUARE,"0","100057566.7","0","22","22","0","0","49213.4217488"
"1361",Richmond St & Diversey Ave,"3483","50","3",2023/02/01,2024/01/31,41.93176043,-87.701492906,LOGAN SQUARE,"0","100057566.7","0","22","22","0","0","49213.4217488"
"1424",Southport Ave & Belmont Ave,"12222","293","2",2023/02/01,2024/01/31,41.9180845,-87.6767115,LOGAN SQUARE,"0","100057566.7","0","22","22","0","0","49213.4217488"
"1578",Wolcott (Ravenswood) Ave & Montrose Ave,"6320","172","3",2023/02/01,2024/01/31,41.9251255,-87.676488638,LOGAN SQUARE,"0","100057566.7","0","22","22","0","0","49213.4217488"
"1588",Wood St & Webster Ave,"3464","84","1",2023/02/01,2024/01/31,41.920822144,-87.6729961666667,LOGAN SQUARE,"0","100057566.7","0","22","22","0","0","49213.4217488"
"36",Ashland Ave & Grace St,"7883","217","6",2023/02/01,2024/01/31,41.9120055333333,-87.71029495,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"71",Broadway & Ridge Ave,"6471","121","4",2023/02/01,2024/01/31,41.8947943333333,-87.7306097666667,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"97",California Ave & Fletcher St,"2937","43","1",2023/02/01,2024/01/31,41.8903009833333,-87.698260546,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"98",California Ave & Francis Pl,"4747","109","2",2023/04/19,2024/01/31,41.8903009833333,-87.6979736666667,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"103",California Ave & Milwaukee Ave,"11908","354","8",2023/02/01,2024/01/31,41.8900321666667,-87.698373675,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"137",Central Park & Augusta Blvd,"165","14","0",2023/02/06,2024/01/28,41.898792,-87.72,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"142",Central Park Ave & North Ave,"1226","16","1",2023/02/04,2024/01/30,41.9093071666667,-87.7264938333333,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"144",Central Park Ave & Ohio St,"97","5","0",2023/02/09,2024/01/26,41.89,-87.72,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"166",Clark St & Bryn Mawr Ave,"9244","231","4",2023/02/01,2024/01/31,41.8899227333333,-87.7305384833333,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"316",Francisco Ave & Chicago Ave,"1017","28","0",2023/04/27,2024/01/30,41.895567179,-87.7,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"367",Hamlin Ave & Grand Ave,"179","5","0",2023/04/29,2024/01/29,41.9,-87.7216301666667,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"411",Kedzie Ave & Chicago Ave,"747","21","0",2023/02/01,2024/01/31,41.895332456,-87.706257463,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"441",Kildare Ave & Chicago Ave,"78","3","0",2023/02/09,2024/01/30,41.895260453,-87.733885407,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"442",Kildare Ave & Division St,"81","1","0",2023/03/16,2024/01/29,41.9,-87.7338313333333,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"586",Monticello Ave & Chicago Ave,"85","1","0",2023/02/05,2024/01/31,41.895082,-87.72,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"757",Public Rack - Central Park Ave & Fulton Blvd,"1","0","0",2023/05/20,2023/05/20,41.89,-87.72,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"805",Public Rack - Division St & Christiana Ave,"20","0","0",2023/04/09,2023/11/03,41.9,-87.710920811,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"842",Public Rack - Grand Ave & North Ave,"3","0","0",2023/02/10,2023/10/02,41.9096506666667,-87.74,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"860",Public Rack - Hamlin Ave & Grand Ave,"46","0","0",2023/03/03,2023/10/18,41.9,-87.720697165,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"911",Public Rack - Karlov Ave & Kamerling Ave,"40","3","0",2023/03/28,2024/01/31,41.9054088333333,-87.73,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"938",Public Rack - Kedzie Ave & Chicago Ave,"30","0","0",2023/06/27,2023/10/22,41.8953061666667,-87.7067906666667,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"949",Public Rack - Keystone Ave & North Ave,"55","1","0",2023/02/12,2024/01/08,41.909735918,-87.73,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"952",Public Rack - Kildare Ave & Division Ave,"2","0","0",2023/06/28,2023/09/01,41.9024841666667,-87.7327391666667,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"953",Public Rack - Kildare Ave & Division St,"6","0","0",2023/02/03,2023/02/07,41.9,-87.73,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"954",Public Rack - Kildare Ave & North Ave,"37","0","0",2023/02/04,2023/12/20,41.9098041666667,-87.734251261,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"980",Public Rack - Kostner Ave & North Ave,"7","0","0",2023/04/20,2023/12/15,41.908458,-87.74,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"1231",Public Rack - Sawyer Ave & Chicago Ave,"30","0","0",2023/06/25,2023/11/03,41.895393,-87.7083531666667,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"1240",Public Rack - Spaulding Ave & Evergreen Ave,"227","8","0",2023/02/12,2024/01/27,41.9053975,-87.71,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"1242",Public Rack - Spaulding Ave & North Ave,"194","2","0",2023/02/07,2024/01/28,41.9098353333333,-87.710022,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"1267",Public Rack - Tripp Ave & North Ave,"43","2","0",2023/02/10,2024/01/13,41.9096775,-87.7331073333333,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"1284",Public Rack - Washtenaw Ave & Superior St,"443","4","0",2023/02/06,2024/01/30,41.89,-87.7,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"1382",Sacramento Blvd & Franklin Blvd,"412","15","1",2023/02/04,2024/01/31,41.8904687924386,-87.702821493,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"1439",Springfield Ave & North Ave,"54","7","0",2023/10/14,2024/01/28,41.910123,-87.7239326666667,HUMBOLDT PARK,"0","100480876.502","0","23","23","0","0","48583.0643299"
"1","410","7","0","0",2023/04/27,2023/04/27,41.9,-87.69,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"42",Ashland Ave & Wrightwood Ave,"5466","187","3",2023/02/01,2024/01/31,41.890812278,-87.677449942,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"53",Base - 2132 W Hubbard,"7","0","0",2023/04/16,2023/06/25,41.8899674947083,-87.680348158,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"58",Bissell St & Armitage Ave*,"9389","322","9",2023/02/01,2024/01/31,41.9116985,-87.6590800166667,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"96",California Ave & Division St,"4107","85","0",2023/02/01,2024/01/31,41.902752995,-87.7060988333333,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"115",Campbell Ave & Augusta Blvd,"2126","88","1",2023/04/27,2024/01/31,41.899345875,-87.69,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"159",Claremont Ave & Hirsch St,"3386","92","1",2023/02/01,2024/01/31,41.888929,-87.68654418,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"178",Clark St & Lunt Ave,"4462","162","0",2023/02/01,2024/01/31,41.9006645666667,-87.675451636,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"189",Clifton Ave & Armitage Ave,"10697","275","3",2023/02/01,2024/01/31,41.9079215,-87.6603298333333,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"233",Damen Ave & Foster Ave,"5082","126","1",2023/02/01,2024/01/31,41.890009165,-87.680651665,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"237",Damen Ave & Melrose Ave,"3975","77","0",2023/02/01,2024/01/31,41.8901594833333,-87.6802253666667,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"242",Damen Ave & Wabansia Ave,"2843","85","0",2023/05/25,2024/01/31,41.9119588333333,-87.677770257,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"244",Damen Ave & Wellington Ave,"5393","110","0",2023/02/01,2024/01/31,41.894250274,-87.678701282,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"315",Francisco Ave & Bloomingdale Ave,"937","53","0",2023/02/01,2024/01/31,41.91,-87.7,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"504",Leavitt St/North Ave,"157","27","0",2023/11/15,2024/01/30,41.9100081666667,-87.682402,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"513",Lincoln Ave & Melrose St,"5431","235","5",2023/07/10,2024/01/31,41.9115182,-87.67318355,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"519",Lincoln Park Conservatory,"12736","161","0",2023/02/01,2024/01/31,41.8902977666667,-87.6800658666667,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"538",MTV Hubbard St,"1651","62","0",2023/02/01,2024/01/31,41.889609814,-87.680562019,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"589",Montrose Harbor,"20147","111","2",2023/02/01,2024/01/31,41.9006645666667,-87.6831905,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"602",N Damen Ave & W Chicago Ave,"1422","63","0",2023/02/01,2024/01/31,41.895154,-87.68,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"642",Paulina St & Montrose Ave,"5523","216","11",2023/02/01,2024/01/31,41.8902336333333,-87.6801506166667,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"727",Public Rack - California Ave & Cortez St,"182","7","0",2023/02/02,2024/01/31,41.899793386,-87.7,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"1215",Public Rack - Rockwell & Division,"215","2","0",2023/02/14,2024/01/03,41.9,-87.69284761,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"1226",Public Rack - Sacramento Blvd & Division St,"1","0","0",2023/05/05,2023/05/05,41.91,-87.7,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"1353",Racine Ave & Wrightwood Ave,"8096","203","3",2023/02/01,2024/01/31,41.9069483333333,-87.65933013,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"1357",Ravenswood Ave & Lawrence Ave,"17706","663","0",2023/02/01,2024/01/31,41.8898628833333,-87.6800928,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"1393",Sedgwick St & Webster Ave,"14961","315","1",2023/02/01,2024/01/31,41.890109897,-87.680501819,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"1406",Sheridan Rd & Buena Ave,"11159","236","4",2023/02/01,2024/01/31,41.8900723333333,-87.6806721666667,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"1428",Southport Ave & Roscoe St,"19288","343","9",2023/02/01,2024/01/31,41.8996338333333,-87.67105639,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"1467",Stockton Dr & Wrightwood Ave,"16060","277","6",2023/02/01,2024/01/31,41.889894,-87.6551683333333,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"1492",Troy St & North Ave,"2897","63","0",2023/02/01,2024/01/31,41.909360528,-87.705670595,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"1564",Western Ave & Lunt Ave,"1763","49","1",2023/02/01,2024/01/31,41.9006645666667,-87.690605283,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"1576",Winchester Ave & Elston Ave,"3645","94","3",2023/02/01,2024/01/31,41.90780185,-87.7020280333333,WEST TOWN,"0","127562904.597","0","24","24","0","0","55203.7186956"
"43",Augusta Blvd & Laramie Ave,"43","0","0",2023/05/17,2023/12/16,41.8985433333333,-87.76,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"44",Austin Blvd & Chicago Ave,"174","1","0",2023/02/12,2024/01/28,41.8947936666667,-87.774704,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"45",Austin Blvd & Lake St,"425","3","0",2023/02/05,2024/01/28,41.887772441,-87.774594069,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"46",Austin Blvd & Madison St,"340","2","0",2023/02/07,2024/01/28,41.880216,-87.774576545,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"75",Broadway & Wilson Ave,"11779","327","7",2023/02/01,2024/01/31,41.8895838166667,-87.7448588333333,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"129",Carpenter St & Huron St,"11381","271","4",2023/02/01,2024/01/31,41.8836016572752,-87.7448588333333,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"130",Central Ave & Chicago Ave,"303","8","0",2023/02/04,2024/01/30,41.894840121,-87.765005827,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"131",Central Ave & Harrison St,"105","1","0",2023/02/06,2024/01/08,41.8729235,-87.7645525,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"132",Central Ave & Lake St,"189","2","0",2023/02/02,2024/01/31,41.8875828333333,-87.765546203,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"133",Central Ave & Madison St,"139","1","0",2023/02/18,2024/01/28,41.880074,-87.763296723,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"153",Cicero Ave & Flournoy St,"105","2","0",2023/02/13,2024/01/18,41.872048974,-87.746775866,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"155",Cicero Ave & Lake St,"195","11","0",2023/02/02,2024/01/30,41.886519194,-87.74568522,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"156",Cicero Ave & Quincy St,"111","7","0",2023/02/13,2024/01/30,41.8775696666667,-87.745506167,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"165",Clark St & Berwyn Ave,"12280","272","5",2023/02/01,2024/01/31,41.8841698166667,-87.7448588333333,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"172",Clark St & Grace St,"13417","243","5",2023/02/01,2024/01/31,41.8737163333333,-87.7448588333333,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"176",Clark St & Leland Ave,"10221","293","14",2023/02/01,2024/01/31,41.8900401666667,-87.7448588333333,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"193",Clinton St & Madison St,"26894","1323","28",2023/02/01,2024/01/31,41.8710841666667,-87.7468641833333,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"323",Franklin St & Jackson Blvd,"16523","519","9",2023/02/01,2024/01/31,41.8718035,-87.7510985,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"358",Halsted St & Fulton St,"15701","559","7",2023/03/16,2024/01/31,41.870526,-87.7468641833333,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"417",Kedzie Ave & Milwaukee Ave,"12977","279","4",2023/02/01,2024/01/31,41.8693668833333,-87.7663031666667,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"427",Kenton Ave & Madison St,"158","4","0",2023/02/02,2024/01/26,41.880652,-87.74112308,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"444",Kilpatrick Ave & Grand Ave,"202","3","0",2023/02/08,2024/01/30,41.91,-87.7439145,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"475",Lamon Ave & Chicago Ave,"85","2","0",2023/02/17,2024/01/25,41.8951521666667,-87.75,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"476",Laramie Ave & Gladys Ave,"44","1","0",2023/02/18,2024/01/10,41.875770092,-87.755402088,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"477",Laramie Ave & Kinzie St,"128","3","0",2023/02/03,2024/01/30,41.8877846666667,-87.7557348333333,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"478",Laramie Ave & Madison St,"191","3","0",2023/02/08,2024/01/24,41.88014257,-87.755932093,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"486",Latrobe Ave & Chicago Ave,"120","3","0",2023/02/16,2024/01/08,41.894646,-87.7569683333333,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"489",Lavergne Ave & Division St,"24","0","0",2023/04/03,2023/12/04,41.9,-87.7510398333333,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"495",Leamington Ave & Hirsch St,"61","0","0",2023/02/12,2023/12/26,41.905786276,-87.754975,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"511",Lincoln Ave & Diversey Pkwy,"13940","285","2",2023/02/01,2024/01/31,41.8836016572752,-87.7575626333333,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"516",Lincoln Ave & Sunnyside Ave,"6128","132","1",2023/02/01,2024/01/31,41.87799155,-87.7448588333333,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"526",Long Ave & North Ave,"56","2","0",2023/03/11,2024/01/03,41.9090923333333,-87.761055112,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"530",Loomis St & Jackson Blvd,"6327","216","7",2023/02/01,2024/01/31,41.877405643,-87.7575626333333,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"539",Major Ave & Bloomingdale Ave,"59","1","0",2023/04/12,2024/01/30,41.91,-87.77,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"555",May St & Taylor St,"13327","356","11",2023/02/01,2024/01/31,41.868771672,-87.7448588333333,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"556",Mayfield & Roosevelt Rd,"49","1","0",2023/02/05,2024/01/07,41.865580082,-87.7718526666667,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"563",Menard Ave & Division St,"53","0","0",2023/02/03,2023/12/08,41.9,-87.770692587,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"564",Menard Ave & North Ave,"44","0","0",2023/03/11,2023/10/21,41.9096648333333,-87.770274,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"609",Narragansett & McLean,"138","6","0",2023/02/06,2024/01/29,41.915812373,-87.79,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"615",Nordica & Medill,"118","2","0",2023/02/07,2024/01/05,41.92,-87.802126765,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"617",North Ave & New England Ave,"70","1","0",2023/02/13,2024/01/28,41.9091126666667,-87.8,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"624",Ogden Ave & Congress Pkwy,"4148","123","2",2023/02/01,2024/01/31,41.874650598,-87.7575626333333,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"633",Orleans St & Hubbard St,"9052","315","8",2023/02/01,2024/01/31,41.880144954,-87.7468641833333,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"699",Public Rack - Austin Blvd & North Ave,"12","0","0",2023/04/06,2023/10/10,41.909346581,-87.78,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"700",Public Rack - Austin Branch Chicago Public Library,"7","0","0",2023/05/13,2023/10/20,41.889138818,-87.77,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"746",Public Rack - Central Ave & Adams St,"2","1","0",2023/11/05,2024/01/31,41.878292084,-87.764851689,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"747",Public Rack - Central Ave & Congress Pkwy,"1","0","0",2023/04/12,2023/04/12,41.87,-87.76,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"748",Public Rack - Central Ave & Corcoran Pl,"20","0","0",2023/06/09,2023/11/23,41.887134671,-87.765414,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"751",Public Rack - Central Ave & North Ave,"13","0","0",2023/04/13,2023/12/14,41.9091761666667,-87.77,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"776",Public Rack - Cicero Ave & Le Moyne St - midblock,"3","0","0",2023/06/21,2023/10/14,41.9069453333333,-87.746247768,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"777",Public Rack - Cicero Ave & North Ave,"45","0","0",2023/03/16,2023/12/04,41.9093903333333,-87.75,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"869",Public Rack - Harriet E Sayre Public School,"8","0","0",2023/06/13,2023/07/25,41.913371086,-87.798800945,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"871",Public Rack - Harvey Ave & North Ave,"2","0","0",2023/04/13,2023/09/22,41.909288,-87.7824295,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"993",Public Rack - Lamon Ave & Erie St,"1","0","0",2023/10/23,2023/10/23,41.8921901666667,-87.7468641666667,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"1013",Public Rack - Leclaire Ave & Division St,"1","0","0",2023/04/17,2023/04/17,41.9,-87.75,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"1030",Public Rack - Lorel Ave & Chicago Ave,"3","0","0",2023/04/07,2023/08/18,41.89,-87.76,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"1053",Public Rack - Mason Ave & Roosevelt Rd,"3","1","0",2023/09/21,2024/01/07,41.8655088333333,-87.7724643333333,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"1063",Public Rack - Menard Ave & Agusta Blvd,"2","0","0",2023/03/20,2023/03/21,41.9,-87.77,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"1068",Public Rack - Menard Ave & Madison St,"1","0","0",2023/08/07,2023/08/07,41.880022407,-87.770124912,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"1070",Public Rack - Michele Clark Magnet High School,"3","0","0",2023/05/13,2023/10/13,41.87,-87.753463149,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"1118",Public Rack - Neva Ave & Grand Ave,"49","5","0",2023/03/31,2024/01/09,41.92,-87.8049521666667,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"1121",Public Rack - Newcastle Ave & Belden Ave,"10","0","0",2023/03/28,2023/08/07,41.92,-87.8,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"1427",Southport Ave & Irving Park Rd,"8581","233","4",2023/02/01,2024/01/31,41.8816474666667,-87.7448588333333,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"1434",Spaulding Ave & Armitage Ave,"5696","149","3",2023/02/01,2024/01/31,41.8905001666667,-87.7575626333333,AUSTIN,"0","199254203.427","0","25","25","0","0","75226.4749167"
"65",Broadway & Argyle St,"8819","208","1",2023/02/01,2024/01/31,41.877773046,-87.7305384833333,WEST GARFIELD PARK,"0","36092848.8151","0","26","26","0","0","26238.5419796"
"72",Broadway & Sheridan Rd,"15907","419","9",2023/02/01,2024/01/31,41.877773046,-87.7306097666667,WEST GARFIELD PARK,"0","36092848.8151","0","26","26","0","0","26238.5419796"
