start_station_name,rides_all,rides_january,rides_jan14_16,first_ride,last_ride,first_lat,first_lng
Southport Ave & Wellington Ave,14134,308,3,2023-02-01,2024-01-31,41.883601657275165,-87.66777836666667
Southport Ave & Wrightwood Ave,11774,269,4,2023-02-01,2024-01-31,41.87799155,-87.664601564
Spaulding Ave & 16th St,45,2,0,2023-02-09,2024-01-26,41.85886116666666,-87.71
Spaulding Ave & 63rd St,43,0,0,2023-02-07,2023-10-18,41.7790519,-87.71
Spaulding Ave & Armitage Ave,5696,149,3,2023-02-01,2024-01-31,41.89050016666667,-87.75756263333334
Spaulding Ave & Division St,1781,36,0,2023-02-01,2024-01-31,41.8723992,-87.709583521
Springfield Ave & 47th St,105,5,0,2023-02-12,2024-01-30,41.807863712,-87.721420884
Springfield Ave & 71st St,15,4,0,2023-10-04,2024-01-08,41.764422655,-87.720069051
Springfield Ave & 80th St,1,0,0,2023-12-21,2023-12-21,41.74763,-87.71945
Springfield Ave & North Ave,54,7,0,2023-10-14,2024-01-28,41.910123,-87.72393266666667
St Louis Ave & 59th St,305,6,0,2023-02-08,2024-01-26,41.785761833,-87.710704088
St Louis Ave & Norman Bobbins Ave,166,11,0,2023-02-01,2024-01-28,41.79,-87.71134083333334
St. Clair St & Erie St,21283,603,18,2023-02-01,2024-01-31,41.884327412,-87.6413306
St. Louis & 71st St,10,1,0,2023-10-27,2024-01-09,41.764339666666665,-87.7101775
St. Louis Ave & Balmoral Ave,1177,19,0,2023-02-02,2024-01-31,41.84797476666667,-87.716310024
St. Louis Ave & Fullerton Ave,3380,77,0,2023-02-01,2024-01-31,41.924271703,-87.76630316666666
State St & 123rd St,21,0,0,2023-03-27,2023-09-15,41.67064383687979,-87.622771263
State St & 19th St,2983,57,1,2023-02-02,2024-01-31,41.855887651,-87.628319621
State St & 29th St,1245,29,0,2023-02-01,2024-01-31,41.841631413,-87.627061
State St & 33rd St,17975,623,8,2023-02-01,2024-01-31,41.764829866666666,-87.704150558
State St & 35th St,6889,182,1,2023-02-01,2024-01-31,41.8300457,-87.704150558
State St & 54th St,217,4,0,2023-02-04,2024-01-31,41.79653983333333,-87.62596333
State St & 76th St,63,3,0,2023-02-11,2024-01-28,41.756971,-87.624651313
State St & 79th St,392,6,0,2023-02-02,2024-01-28,41.7507155,-87.624543548
State St & 95th St,799,4,0,2023-02-01,2024-01-28,41.72119545,-87.62294366666667
State St & Chicago Ave,25307,871,29,2023-02-01,2024-01-31,41.87430088333333,-87.666705
State St & Harrison St,8559,184,4,2023-02-01,2024-01-31,41.8735345,-87.68015061666667
State St & Kinzie St,15248,509,4,2023-02-01,2024-01-31,41.86700236666667,-87.67599081666667
State St & Pearson St,9276,238,1,2023-02-01,2024-01-31,41.883601657275165,-87.68015516666667
State St & Pershing Rd,210,2,0,2023-02-05,2024-01-31,41.822983666666666,-87.6266305
State St & Randolph St,16681,380,12,2023-02-01,2024-01-31,41.882820964,-87.64862671494483
State St & Van Buren St,9647,237,4,2023-02-01,2024-01-31,41.876473188,-87.68077563333334
Stave St & Armitage Ave,5106,129,1,2023-02-01,2024-01-31,41.869366883333335,-87.692293525
Steelworkers Park,130,1,0,2023-02-03,2024-01-26,41.737927,-87.531228423
Stetson Ave & South Water St,10943,329,2,2023-02-01,2024-01-31,41.869631,-87.668377161
Stewart Ave & 63rd St,131,5,0,2023-02-04,2024-01-31,41.77979207,-87.634862423
Stewart Ave & 83rd St,119,0,0,2023-02-04,2023-11-25,41.743645549,-87.634173274
Stockton Dr & Wrightwood Ave,16060,277,6,2023-02-01,2024-01-31,41.889894,-87.65516833333334
Stony Island Ave & 63rd St,389,11,0,2023-02-16,2024-01-28,41.78,-87.59
Stony Island Ave & 64th St,232,2,0,2023-02-07,2024-01-24,41.7788215,-87.586835384
Stony Island Ave & 67th St,295,9,0,2023-02-02,2024-01-21,41.773361,-87.585484743
Stony Island Ave & 71st St,442,19,0,2023-02-05,2024-01-29,41.766332984,-87.5865315
Stony Island Ave & 75th St,323,6,0,2023-02-01,2024-01-11,41.75817883,-87.587125778
Stony Island Ave & 82nd St,94,2,0,2023-02-10,2024-01-30,41.7465245,-87.58606983333334
Stony Island Ave & 90th St,128,0,0,2023-02-07,2023-12-21,41.73133933333333,-87.585848093
Stony Island Ave & South Chicago Ave,96,4,0,2023-02-11,2024-01-05,41.75111416666667,-87.585449
Streeter Dr & Grand Ave,63012,285,0,2023-02-01,2024-01-31,41.84851066666667,-87.73060976666666
Streeter Dr/Grand Ave,236,56,1,2023-11-14,2024-01-31,41.892171,-87.612388
Summit Ave & 86th St,87,11,0,2023-02-02,2024-01-31,41.737800956,-87.6800593
Talman Ave & Addison St,3556,110,0,2023-02-01,2024-01-31,41.946367621,-87.69485569
Theater on the Lake,30020,147,1,2023-02-01,2024-01-31,41.78806956666666,-87.677449942
Throop St & 52nd St,31,0,0,2023-02-15,2023-12-14,41.799624085,-87.65724133333333
Throop St & Taylor St,7282,154,2,2023-02-01,2024-01-31,41.868688703,-87.67369333333333
Torrence Ave & 106th St,98,3,0,2023-02-01,2024-01-17,41.702684641,-87.55995983333334
Torrence Ave & 126th Pl,56,3,0,2023-02-12,2024-01-29,41.666251302,-87.557228565
Tripp Ave & 15th St,56,0,0,2023-02-04,2023-12-20,41.86,-87.73142833333333
Tripp Ave & 31st St,65,2,0,2023-02-08,2024-01-30,41.836927772,-87.73057083333333
Tripp Ave & 65th St,89,1,0,2023-02-11,2024-01-18,41.77,-87.73
Troy Ave & 27th St,96,0,0,2023-02-28,2023-12-23,41.84,-87.704185605
Troy St & Elston Ave,2519,72,2,2023-02-01,2024-01-31,41.939463,-87.7068815
Troy St & Grace St,1219,41,0,2023-02-01,2024-01-30,41.95,-87.71
Troy St & Jackson Blvd,47,1,0,2023-02-02,2024-01-01,41.87743433333333,-87.7048935
Troy St & North Ave,2897,63,0,2023-02-01,2024-01-31,41.909360528,-87.705670595
Union Ave & Root St,309,6,0,2023-02-02,2024-01-29,41.819060445,-87.643357396
University Ave & 57th St,25908,1361,44,2023-02-01,2024-01-31,41.78859966666667,-87.735646129
University Ave & 59th St,2698,293,1,2023-08-29,2024-01-31,41.787532568,-87.59945383333333
University Library (NU),2847,89,2,2023-02-01,2024-01-31,42.052443624,-87.673808098
Valli Produce - Evanston Plaza,736,27,0,2023-02-05,2024-01-31,42.039556265,-87.69948533333333
Vernon Ave & 107th St,68,1,1,2023-02-18,2024-01-15,41.70011783333333,-87.6124315
Vernon Ave & 75th St,171,8,0,2023-02-02,2024-01-30,41.758257,-87.614303827
Vernon Ave & 79th St,133,1,0,2023-02-13,2024-01-09,41.750739098,-87.613849401
Vincennes Ave & 104th St,147,2,0,2023-02-27,2024-01-30,41.704857111,-87.65715983333334
Vincennes Ave & 75th St,81,4,0,2023-02-11,2024-01-25,41.757907033,-87.631259441
Virginia Ave & Catalpa Ave,247,7,0,2023-02-02,2024-01-31,41.98,-87.71
W 103rd St & S Avers Ave,92,1,0,2023-02-06,2024-01-01,41.70580683333333,-87.72
W Armitage Ave & N Sheffield Ave,3220,76,0,2023-02-01,2024-01-31,41.91753602,-87.653869152
W Oakdale Ave & N Broadway,3419,94,0,2023-02-01,2024-01-31,41.935364604,-87.64435266666666
W Washington Blvd & N Peoria St,1501,100,0,2023-05-25,2024-01-30,41.88283533333333,-87.65030833333333
Wabash Ave & 16th St,9231,261,6,2023-02-01,2024-01-31,41.853214418519656,-87.64816068333333
Wabash Ave & 83rd St,55,2,0,2023-02-01,2024-01-24,41.74327483333333,-87.622878432
Wabash Ave & 87th St,194,6,0,2023-02-01,2024-01-29,41.736526,-87.622761965
Wabash Ave & 9th St,13716,306,0,2023-02-01,2024-01-31,41.853214418519656,-87.64862671494483
Wabash Ave & Adams St,10058,297,6,2023-02-01,2024-01-31,41.8461902,-87.65228927135468
Wabash Ave & Cermak Rd,3537,71,3,2023-02-01,2024-01-31,41.851881981,-87.627052307
Wabash Ave & Grand Ave,25008,662,25,2023-02-01,2024-01-31,41.867054224,-87.65662183333333
Wabash Ave & Roosevelt Rd,20421,488,11,2023-02-01,2024-01-31,41.857843757,-87.64862671494483
Wabash Ave & Wacker Pl,12633,288,3,2023-02-01,2024-01-31,41.879781723,-87.66676566666666
Wacker Dr & Washington St,10336,420,5,2023-02-01,2024-01-31,41.881284952,-87.68003986666666
Walden Pkwy & 100th St,266,7,0,2023-02-06,2024-01-28,41.712132573,-87.667868137
Wallace St & 35th St,2196,51,1,2023-02-02,2024-01-31,41.830507833333336,-87.641464829
Walsh Park,7481,187,7,2023-02-01,2024-01-31,41.883601657275165,-87.695415378
Warren Park East,852,10,0,2023-02-02,2024-01-29,42.004471333333335,-87.68072433333333
Warren Park West,1229,47,3,2023-02-01,2024-01-31,41.98121248333333,-87.69046723333334
Washtenaw Ave & Lawrence Ave,2654,83,0,2023-02-01,2024-01-31,41.968141317,-87.696387291
Washtenaw Ave & Madison St,25,2,0,2023-04-20,2024-01-29,41.88,-87.694167972
Washtenaw Ave & Ogden Ave,568,4,0,2023-02-01,2024-01-11,41.861846685,-87.693663478
Washtenaw Ave & Peterson Ave,285,12,0,2023-02-04,2024-01-29,41.99,-87.7
Washtenaw Ave & Polk St,776,10,0,2023-02-12,2024-01-28,41.87,-87.694070101
Wells St & 19th St,2006,15,0,2023-02-01,2024-01-31,41.856659,-87.63405916666666
Wells St & Concord Ln,33239,703,4,2023-02-01,2024-01-31,41.854018927,-87.76630316666666
Wells St & Elm St,30235,948,25,2023-02-01,2024-01-31,41.765909666666666,-87.65324533333333
Wells St & Evergreen Ave,18921,398,3,2023-02-01,2024-01-31,41.883601657275165,-87.69864033333333
Wells St & Hubbard St,23483,801,29,2023-02-01,2024-01-31,41.8769195,-87.697837
Wells St & Huron St,24686,671,25,2023-02-01,2024-01-31,41.760866283333336,-87.68943463333333
Wells St & Institute Pl,7017,204,3,2023-02-01,2024-01-31,41.883601657275165,-87.65228927135468
Wells St & Polk St,10371,343,10,2023-02-01,2024-01-31,41.867158651,-87.68003986666666
Wells St & Randolph St,73,73,0,2024-01-25,2024-01-31,41.883894,-87.634354591
Wells St & Walton St,11896,349,10,2023-02-01,2024-01-31,41.876955333333335,-87.64862671494483
Wentworth Ave & 104th St,13,0,0,2023-04-10,2023-11-20,41.7052705,-87.629217
Wentworth Ave & 24th St,1643,35,1,2023-04-19,2024-01-31,41.849758863,-87.632544279
Wentworth Ave & 24th St (Temp),282,0,0,2023-02-01,2023-04-19,41.84989816666667,-87.632350326
Wentworth Ave & 33rd St,3832,112,2,2023-02-01,2024-01-31,41.834326029,-87.632998943
Wentworth Ave & 35th St,2508,58,0,2023-02-01,2024-01-31,41.830299377,-87.63282907
Wentworth Ave & 63rd St,285,3,0,2023-02-04,2024-01-11,41.78003233333333,-87.629882693
Wentworth Ave & Cermak Rd,4940,70,2,2023-02-01,2024-01-31,41.8461902,-87.667806
Wentworth Ave & Cermak Rd*,3885,64,3,2023-04-12,2024-01-31,41.852663755,-87.63381716666666
Western Ave & 104th St,159,2,0,2023-02-02,2024-01-30,41.704576373,-87.681205153
Western Ave & 111th St,291,2,0,2023-02-06,2024-01-11,41.691119552,-87.682288766
Western Ave & 21st St,1724,54,0,2023-02-01,2024-01-31,41.7998048,-87.68592833333334
Western Ave & 24th St,693,17,0,2023-02-01,2024-01-30,41.84835416666667,-87.685279131
Western Ave & 28th St,121,0,0,2023-02-01,2023-12-29,41.84144533333333,-87.685240388
Western Ave & 62nd St,11,0,0,2023-02-25,2023-07-29,41.78,-87.68345066666667
Western Ave & 79th St,5,5,1,2024-01-01,2024-01-16,41.750814795,-87.682701
Western Ave & Ardmore Ave,216,8,0,2023-02-02,2024-01-29,41.986546278,-87.69
Western Ave & Berteau Ave,1098,50,0,2023-02-02,2024-01-31,41.957522833333336,-87.69
Western Ave & Congress Pkwy,3733,100,1,2023-02-01,2024-01-31,41.873980165,-87.686995149
Western Ave & Division St,6465,189,2,2023-02-01,2024-01-31,41.86700236666667,-87.70212518333334
Western Ave & Fillmore St,5473,126,2,2023-02-01,2024-01-31,41.867931366,-87.68679498333333
Western Ave & Grace St,1410,31,0,2023-02-01,2024-01-31,41.95,-87.69
Western Ave & Granville Ave,1239,21,0,2023-02-02,2024-01-30,41.99409566666667,-87.68964383333334
Western Ave & Gunnison St,1044,36,0,2023-02-01,2024-01-31,41.969371319,-87.69
Western Ave & Howard St,1210,38,0,2023-02-01,2024-01-31,42.018834352,-87.690270782
Western Ave & Lake St,221,6,0,2023-02-02,2024-01-31,41.88,-87.69
Western Ave & Leland Ave,8162,213,5,2023-02-01,2024-01-31,41.78806956666666,-87.689684391
Western Ave & Lunt Ave,1763,49,1,2023-02-01,2024-01-31,41.90066456666667,-87.690605283
Western Ave & Monroe St,2522,83,0,2023-02-01,2024-01-31,41.87743433333333,-87.68633283333334
Western Ave & Roscoe St,3339,75,0,2023-02-01,2024-01-31,41.916861833333336,-87.74485883333334
Western Ave & Walton St,6863,164,0,2023-02-01,2024-01-31,41.885356183333336,-87.697243
Western Ave & Winnebago Ave,10277,294,3,2023-02-01,2024-01-31,41.82328903333333,-87.687470198
Western Blvd & 48th Pl,362,11,0,2023-02-10,2024-01-30,41.805549502,-87.683447
Whipple St & Roosevelt Rd,58,1,0,2023-02-14,2024-01-06,41.866359353,-87.701848865
Whipple/Irving Park,667,14,0,2023-02-04,2024-01-30,41.95,-87.704780579
Wilton Ave & Belmont Ave,27236,631,9,2023-02-01,2024-01-31,41.8538097,-87.71515141666667
Wilton Ave & Diversey Pkwy,17734,360,7,2023-02-01,2024-01-31,41.82328903333333,-87.7024089
Wilton Ave & Diversey Pkwy*,2428,106,3,2023-02-01,2024-01-31,41.91820216666667,-87.6571035
Winchester (Ravenswood) Ave & Balmoral Ave,1855,85,2,2023-02-02,2024-01-31,41.97966616666667,-87.6777225
Winchester Ave & Elston Ave,3645,94,3,2023-02-01,2024-01-31,41.90780185,-87.70202803333333
Winthrop Ave & Lawrence Ave,6894,190,2,2023-02-01,2024-01-31,41.879627228,-87.660293
Wolcott (Ravenswood) Ave & Montrose Ave,6320,172,3,2023-02-01,2024-01-31,41.9251255,-87.676488638
Wolcott Ave & Fargo Ave,534,15,0,2023-02-02,2024-01-31,42.016794205,-87.677906752
Wolcott Ave & Polk St,9332,332,6,2023-02-01,2024-01-31,41.86910216666666,-87.68679498333333
Wood St & 35th St,1009,30,1,2023-02-01,2024-01-31,41.829986572,-87.670702219
Wood St & 84th St,1,0,0,2023-11-30,2023-11-30,41.741173029,-87.668427229
Wood St & Augusta Blvd,6856,174,1,2023-02-02,2024-01-31,41.880189061,-87.68074183333333
Wood St & Chicago Ave,7738,264,3,2023-02-01,2024-01-31,41.86900876666667,-87.691818
Wood St & Hubbard St,4445,131,6,2023-02-01,2024-01-31,41.881600857,-87.67686916666666
Wood St & Milwaukee Ave,13443,303,5,2023-02-01,2024-01-31,41.869366883333335,-87.673418164
Wood St & Taylor St (Temp),6569,202,5,2023-02-01,2024-01-31,41.848570933333335,-87.68527793333334
Wood St & Webster Ave,3464,84,1,2023-02-01,2024-01-31,41.920822144,-87.67299616666666
Woodlawn & 103rd,52,0,0,2023-05-23,2023-12-17,41.70734516666667,-87.594104171
Woodlawn & 103rd - Olive Harvey Vaccination Site,24,0,0,2023-02-07,2023-05-22,41.707378,-87.5940175
Woodlawn Ave & 55th St,10734,446,9,2023-02-01,2024-01-31,41.780446887,-87.64862671494483
Woodlawn Ave & 58th St,2963,362,17,2023-09-15,2024-01-31,41.7889117,-87.59704466666666
Woodlawn Ave & 75th St,105,4,0,2023-02-05,2024-01-22,41.759145975,-87.595828652
Woodlawn Ave & Lake Park Ave,1597,57,1,2023-02-02,2024-01-31,41.813870668,-87.59711583333333
Yates Blvd & 75th St,247,15,2,2023-02-11,2024-01-31,41.75865531,-87.566510558
Yates Blvd & 93rd St,56,0,0,2023-02-15,2023-12-20,41.726134181,-87.566447973
